model,model_id,case_id,category,variant_id,kind,seed,image_path,image_sha256,all_correct,atom_accuracy,semantic_state,atom_keys,atom_results,predictions,censored,black_image,alternate_correct,exclusive_control,elapsed_seconds,peak_allocated_bytes,audit_id
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_003,color_binding,p2,equivalent,101,images/sdxl/main_color_binding_003/p2/seed_101.png,302a4eff72d114927e88f46c6da9ab4582dcedef9454e476ae9ca9275c6d65e7,0,0.0,0000,"[""count:banana=1"", ""count:bottle=1"", ""color:banana=yellow"", ""color:bottle=purple""]","{""color:banana=yellow"": false, ""color:bottle=purple"": false, ""count:banana=1"": false, ""count:bottle=1"": false}","{""colors"": {""banana"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""bottle"": {""confidence"": 0.7896391749382019, ""label"": ""yellow"", ""margin"": 0.6555957794189453}}, ""detections"": {""banana"": [], ""bottle"": [{""box"": [98.02999877929688, 140.52999877929688, 160.3000030517578, 386.80999755859375], ""score"": 0.3762914836406708}, {""box"": [324.1099853515625, 140.6199951171875, 384.19000244140625, 384.3800048828125], ""score"": 0.35570573806762695}, {""box"": [33.130001068115234, 255.72000122070312, 67.06999969482422, 385.2300109863281], ""score"": 0.3138885498046875}, {""box"": [264.7699890136719, 159.42999267578125, 299.8299865722656, 385.1600036621094], ""score"": 0.2944125533103943}, {""box"": [393.5799865722656, 141.88999938964844, 487.6000061035156, 385.4800109863281], ""score"": 0.21791906654834747}, {""box"": [463.19000244140625, 158.8000030517578, 485.8800048828125, 387.5899963378906], ""score"": 0.20306336879730225}, {""box"": [17.079999923706055, 133.42999267578125, 500.9800109863281, 399.5199890136719], ""score"": 0.19578365981578827}, {""box"": [177.02999877929688, 141.74000549316406, 294.44000244140625, 387.260009765625], ""score"": 0.1863178312778473}, {""box"": [2.130000114440918, 442.7200012207031, 60.529998779296875, 483.3500061035156], ""score"": 0.1730295866727829}, {""box"": [0.3799999952316284, 66.11000061035156, 61.41999816894531, 99.05999755859375], ""score"": 0.16928274929523468}, {""box"": [368.3999938964844, 441.6199951171875, 442.42999267578125, 481.7799987792969], ""score"": 0.14741691946983337}, {""box"": [481.1099853515625, 67.01000213623047, 512.5399780273438, 96.26000213623047], ""score"": 0.146987184882164}, {""box"": [126.48999786376953, 67.13999938964844, 236.25, 101.3499984741211], ""score"": 0.14646869897842407}, {""box"": [358.6400146484375, 66.7699966430664, 450.94000244140625, 100.05000305175781], ""score"": 0.14329156279563904}, {""box"": [1.5299999713897705, 441.1000061035156, 506.489990234375, 486.1499938964844], ""score"": 0.1422429382801056}, {""box"": [90.23999786376953, 66.72000122070312, 124.88999938964844, 99.4000015258789], ""score"": 0.13061009347438812}, {""box"": [0.05000000074505806, 445.07000732421875, 18.43000030517578, 482.3399963378906], ""score"": 0.1285448968410492}, {""box"": [68.2699966430664, 444.3500061035156, 124.91000366210938, 484.510009765625], ""score"": 0.11783453077077866}, {""box"": [3.2100000381469727, 66.70999908447266, 510.3800048828125, 113.51000213623047], ""score"": 0.11537200212478638}, {""box"": [237.25999450683594, 442.6300048828125, 266.3599853515625, 463.2799987792969], ""score"": 0.11359456926584244}, {""box"": [327.8999938964844, 390.9100036621094, 370.19000244140625, 420.9100036621094], ""score"": 0.10807909071445465}, {""box"": [343.6000061035156, 444.510009765625, 372.79998779296875, 481.1499938964844], ""score"": 0.1058255210518837}, {""box"": [443.8500061035156, 442.5400085449219, 473.92999267578125, 482.05999755859375], ""score"": 0.10500235855579376}, {""box"": [156.74000549316406, 442.30999755859375, 235.11000061035156, 482.75], ""score"": 0.10398177057504654}, {""box"": [417.9200134277344, 352.8500061035156, 454.2300109863281, 382.0799865722656], ""score"": 0.10112465173006058}]}, ""relations"": {}}",0,0,,1,1.676704136189073,8061359616,item_01148
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_011,spatial,p2,equivalent,11,images/pixart_sigma/main_spatial_011/p2/seed_11.png,bbdba6dc28c50ce19621881548f153b60ad83da4396a15a27733e8993419595a,1,1.0,111,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": true, ""count:clock=1"": true, ""relation:clock:above:cat"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [4.650000095367432, 272.7200012207031, 184.3300018310547, 486.19000244140625], ""score"": 0.7982715368270874}], ""clock"": [{""box"": [137.27000427246094, 64.04000091552734, 393.7799987792969, 447.260009765625], ""score"": 0.5599214434623718}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": 0.33405273547396064, ""dy"": -0.24180663377046585}}}",0,0,,1,0.8670257600024343,13622855168,item_01149
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_existence_011,existence,p2,equivalent,211,images/pixart_sigma/main_existence_011/p2/seed_211.png,4937297dfde609052064c708130199d467da5d5019f945b4ec9f8a1ef1f44919,1,1.0,11,"[""exists:clock"", ""exists:cat""]","{""exists:cat"": true, ""exists:clock"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [246.49000549316406, 105.75, 484.1700134277344, 447.7699890136719], ""score"": 0.7795010209083557}], ""clock"": [{""box"": [2.9600000381469727, 289.8399963378906, 108.5999984741211, 430.1099853515625], ""score"": 0.5748573541641235}, {""box"": [58.279998779296875, 9.920000076293945, 305.6199951171875, 317.1400146484375], ""score"": 0.4966966211795807}, {""box"": [26.690000534057617, 343.1700134277344, 93.48999786376953, 418.2699890136719], ""score"": 0.25523900985717773}, {""box"": [88.7300033569336, 296.7900085449219, 278.20001220703125, 430.6499938964844], ""score"": 0.24254575371742249}, {""box"": [141.69000244140625, 338.0, 216.91000366210938, 399.5400085449219], ""score"": 0.1252298504114151}, {""box"": [1.5399999618530273, 325.8800048828125, 36.75, 427.32000732421875], ""score"": 0.11023437231779099}]}, ""relations"": {}}",0,0,,0,0.8649971769191325,13622855168,item_01150
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_color_binding_009,color_binding,p3,equivalent,71,images/pixart_sigma/main_color_binding_009/p3/seed_71.png,cff96a8b692fefb32924d8a2319c89495e1dd959244e5a1ea7b2698cbcfba399,0,0.5,1010,"[""count:bicycle=1"", ""count:ball=1"", ""color:bicycle=yellow"", ""color:ball=purple""]","{""color:ball=purple"": false, ""color:bicycle=yellow"": true, ""count:ball=1"": false, ""count:bicycle=1"": true}","{""colors"": {""ball"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""bicycle"": {""confidence"": 0.9074763655662537, ""label"": ""yellow"", ""margin"": 0.8324006795883179}}, ""detections"": {""ball"": [], ""bicycle"": [{""box"": [58.20000076293945, 181.3699951171875, 449.1499938964844, 429.6000061035156], ""score"": 0.733008623123169}]}, ""relations"": {}}",0,0,,1,0.8791615283116698,13622855168,item_01151
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_existence_013,existence,p3,equivalent,131,images/sdxl/main_existence_013/p3/seed_131.png,4058a0f7844115cfd6340202af35c9c3cd977edb4719098c83c585fc9a1dfac4,0,0.0,00,"[""exists:dog"", ""exists:banana""]","{""exists:banana"": false, ""exists:dog"": false}","{""colors"": {}, ""detections"": {""banana"": [], ""dog"": []}, ""relations"": {}}",0,0,,0,1.600549183320254,8060573184,item_01152
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_011,spatial,p2,equivalent,173,images/sdxl/main_spatial_011/p2/seed_173.png,2efc452878bd8a82d6e452c70ce0ff4ba9e4368ceed27098b4d36dc5e6d1eac3,0,0.0,000,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": false, ""count:clock=1"": false, ""relation:clock:above:cat"": false}","{""colors"": {}, ""detections"": {""cat"": [], ""clock"": []}, ""relations"": {""relation:clock:above:cat"": null}}",0,0,,1,1.516219567041844,8060573184,item_01153
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_existence_002,existence,p1,equivalent,29,images/sdxl/main_existence_002/p1/seed_29.png,fdba50ba03d2e9096e16fda0618a49b02e29951cc647d854268dec591d753abd,0,0.5,01,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": false, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [], ""banana"": [{""box"": [42.18000030517578, 198.75, 284.94000244140625, 421.489990234375], ""score"": 0.8638280034065247}, {""box"": [248.3300018310547, 49.369998931884766, 456.42999267578125, 322.9700012207031], ""score"": 0.8525798320770264}]}, ""relations"": {}}",0,0,,0,1.514987412840128,8058476032,item_01154
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_008,spatial,p2,equivalent,29,images/pixart_sigma/main_spatial_008/p2/seed_29.png,59b4bb0cc24650b02559a143bc71c7f0ceadd29b9b14b2111fa338e7d22ad493,1,1.0,111,"[""count:car=1"", ""count:bicycle=1"", ""relation:car:left_of:bicycle""]","{""count:bicycle=1"": true, ""count:car=1"": true, ""relation:car:left_of:bicycle"": true}","{""colors"": {}, ""detections"": {""bicycle"": [{""box"": [343.45001220703125, 320.4800109863281, 490.75, 396.69000244140625], ""score"": 0.6996895670890808}], ""car"": [{""box"": [122.05999755859375, 256.010009765625, 335.5400085449219, 320.1600036621094], ""score"": 0.4021182358264923}]}, ""relations"": {""relation:car:left_of:bicycle"": {""dx"": -0.3677734434604645, ""dy"": -0.1376953125}}}",0,0,,1,0.9016721029765904,13622855168,item_01155
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_017,spatial,p0,equivalent,71,images/pixart_sigma/main_spatial_017/p0/seed_71.png,584528de80a63333400066ef4c11981699a066447ab4e145798c8112a3fad468,0,0.6666666666666666,101,"[""count:cup=1"", ""count:book=1"", ""relation:cup:above:book""]","{""count:book=1"": false, ""count:cup=1"": true, ""relation:cup:above:book"": true}","{""colors"": {}, ""detections"": {""book"": [{""box"": [20.600000381469727, 279.5199890136719, 486.6199951171875, 373.55999755859375], ""score"": 0.4415179193019867}, {""box"": [34.439998626708984, 345.82000732421875, 502.4700012207031, 461.3900146484375], ""score"": 0.4290445148944855}, {""box"": [35.06999969482422, 362.0400085449219, 162.77999877929688, 456.4599914550781], ""score"": 0.27544403076171875}, {""box"": [21.3799991607666, 309.0299987792969, 212.05999755859375, 368.42999267578125], ""score"": 0.12169962376356125}], ""cup"": [{""box"": [133.89999389648438, 167.10000610351562, 383.9200134277344, 307.8599853515625], ""score"": 0.6332215070724487}]}, ""relations"": {""relation:cup:above:book"": {""dx"": 0.010351574048399925, ""dy"": -0.17394530773162842}}}",0,0,0.0,1,0.876046588178724,13622855168,item_01156
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_020,count,p3,equivalent,131,images/sdxl/main_count_020/p3/seed_131.png,250b3ea5b7adc43e3aa2e7db2fc05ad3c00816b84924cc971852ad1af6f55152,1,1.0,1,"[""count:ball=3""]","{""count:ball=3"": true}","{""colors"": {}, ""detections"": {""ball"": [{""box"": [117.91999816894531, 325.7099914550781, 303.9700012207031, 512.2100219726562], ""score"": 0.25020667910575867}, {""box"": [322.9200134277344, 325.7300109863281, 511.19000244140625, 512.3900146484375], ""score"": 0.21700644493103027}, {""box"": [78.8499984741211, 461.8900146484375, 120.20999908447266, 506.04998779296875], ""score"": 0.2004869431257248}]}, ""relations"": {}}",0,0,,1,1.7340341596864164,8061883904,item_01157
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_existence_002,existence,p2,equivalent,47,images/sdxl/main_existence_002/p2/seed_47.png,dd3164cdfa63a70cf1eca27bbc6b65643d398aabb70291e03c8630125b006855,1,1.0,11,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": true, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [{""box"": [88.80999755859375, 156.52000427246094, 284.07000732421875, 436.3900146484375], ""score"": 0.6982483863830566}, {""box"": [246.02000427246094, 179.44000244140625, 284.7300109863281, 222.97000122070312], ""score"": 0.2091001272201538}, {""box"": [173.6699981689453, 171.11000061035156, 284.4800109863281, 224.6699981689453], ""score"": 0.13206541538238525}], ""banana"": [{""box"": [256.5400085449219, 247.97000122070312, 428.1300048828125, 342.9100036621094], ""score"": 0.6949408054351807}, {""box"": [254.07000732421875, 135.13999938964844, 344.1400146484375, 419.9599914550781], ""score"": 0.44893351197242737}, {""box"": [256.989990234375, 328.05999755859375, 330.8299865722656, 420.3599853515625], ""score"": 0.33816513419151306}]}, ""relations"": {}}",0,0,,0,1.5064262561500072,8060311040,item_01158
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_022,count,p0,equivalent,131,images/sdxl/main_count_022/p0/seed_131.png,ba7a982a6f1a6b5effeb610cee3cd1fdd0db5d6169964488a67d7e8dcb60e12b,0,0.0,0,"[""count:clock=4""]","{""count:clock=4"": false}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [364.07000732421875, 18.610000610351562, 487.8999938964844, 144.7899932861328], ""score"": 0.5489717125892639}, {""box"": [347.7799987792969, 307.2799987792969, 506.9200134277344, 476.0899963378906], ""score"": 0.5357602834701538}, {""box"": [18.639999389648438, 21.139999389648438, 164.7100067138672, 171.8000030517578], ""score"": 0.5300111174583435}, {""box"": [4.880000114440918, 321.2699890136719, 172.1999969482422, 490.19000244140625], ""score"": 0.4980311691761017}, {""box"": [259.4200134277344, 2.5799999237060547, 328.9200134277344, 294.1700134277344], ""score"": 0.190741628408432}, {""box"": [172.82000732421875, 2.0999999046325684, 257.6199951171875, 292.9100036621094], ""score"": 0.12749692797660828}, {""box"": [328.8500061035156, 0.15000000596046448, 508.6600036621094, 289.80999755859375], ""score"": 0.12233912944793701}, {""box"": [173.52999877929688, 292.3999938964844, 334.9599914550781, 512.8300170898438], ""score"": 0.11208585649728775}, {""box"": [4.5, 1.9900000095367432, 508.0899963378906, 506.4100036621094], ""score"": 0.10547583550214767}]}, ""relations"": {}}",0,0,0.0,1,1.5796190658584237,8061883904,item_01159
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_count_022,count,p2,equivalent,29,images/sd15/main_count_022/p2/seed_29.png,e48128a3218187d5d8af620cebd02611ec3c2f1a4c13a78786507239b14ce9aa,0,0.0,0,"[""count:clock=4""]","{""count:clock=4"": false}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [0.5099999904632568, 105.72000122070312, 193.0, 324.07000732421875], ""score"": 0.679218590259552}, {""box"": [199.25, 42.040000915527344, 477.6600036621094, 323.79998779296875], ""score"": 0.6679733991622925}, {""box"": [491.4800109863281, 150.32000732421875, 510.3999938964844, 266.9800109863281], ""score"": 0.3618449866771698}]}, ""relations"": {}}",0,0,,1,0.8172000478953123,3439791104,item_01160
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_023,existence,p2,equivalent,173,images/sd15/main_existence_023/p2/seed_173.png,6860d8777eb4112b76d60d176adc69dbfeca99125e6415654e65ded9bda18958,1,1.0,11,"[""exists:clock"", ""exists:dog""]","{""exists:clock"": true, ""exists:dog"": true}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [263.8500061035156, 67.5, 511.6499938964844, 491.6099853515625], ""score"": 0.7860338687896729}], ""dog"": [{""box"": [33.91999816894531, 34.939998626708984, 220.3000030517578, 381.20001220703125], ""score"": 0.734224796295166}]}, ""relations"": {}}",0,0,,0,0.8198409741744399,3439791104,item_01161
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_009,color_binding,p3,equivalent,11,images/sdxl/main_color_binding_009/p3/seed_11.png,43699048d5f80fbc314589fafc8a28dc3ca7dea49d082e60e2dffa311c2e97f7,0,0.5,1010,"[""count:bicycle=1"", ""count:ball=1"", ""color:bicycle=yellow"", ""color:ball=purple""]","{""color:ball=purple"": false, ""color:bicycle=yellow"": true, ""count:ball=1"": false, ""count:bicycle=1"": true}","{""colors"": {""ball"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""bicycle"": {""confidence"": 0.48370546102523804, ""label"": ""yellow"", ""margin"": 0.05059492588043213}}, ""detections"": {""ball"": [], ""bicycle"": [{""box"": [27.06999969482422, 170.1199951171875, 466.0199890136719, 447.2300109863281], ""score"": 0.751789391040802}]}, ""relations"": {}}",0,0,,1,1.5046455608680844,8060311040,item_01162
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_existence_013,existence,p1,equivalent,131,images/sdxl/main_existence_013/p1/seed_131.png,e18afcd9611ceb8f255013d996352e26e646b3d9db6e780e75e736e530e002f6,0,0.5,01,"[""exists:dog"", ""exists:banana""]","{""exists:banana"": true, ""exists:dog"": false}","{""colors"": {}, ""detections"": {""banana"": [{""box"": [72.69000244140625, 223.02000427246094, 361.1600036621094, 426.9100036621094], ""score"": 0.8087719082832336}, {""box"": [146.50999450683594, 278.260009765625, 314.7900085449219, 354.239990234375], ""score"": 0.12088721990585327}, {""box"": [101.87000274658203, 396.55999755859375, 158.85000610351562, 417.79998779296875], ""score"": 0.10524428635835648}], ""dog"": []}, ""relations"": {}}",0,0,,0,1.4984885002486408,8059786752,item_01163
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_count_016,count,p0,equivalent,47,images/sd15/main_count_016/p0/seed_47.png,06da01cad6442d2be3c24eff3cfc45d724d8082207b603e22cfdf4d864e5a319,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [81.7699966430664, 144.63999938964844, 380.2699890136719, 278.7699890136719], ""score"": 0.35013100504875183}, {""box"": [1.2100000381469727, 249.1699981689453, 317.5400085449219, 511.6199951171875], ""score"": 0.3283524215221405}, {""box"": [312.5799865722656, 140.55999755859375, 511.6099853515625, 362.2799987792969], ""score"": 0.3244229555130005}, {""box"": [365.3999938964844, 109.9800033569336, 510.9100036621094, 211.27999877929688], ""score"": 0.31322067975997925}, {""box"": [0.5899999737739563, 251.2899932861328, 258.1300048828125, 333.2799987792969], ""score"": 0.10185706615447998}]}, ""relations"": {}}",0,0,0.0,1,0.8211061051115394,3439791104,item_01164
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_013,color_binding,p2,equivalent,71,images/sdxl/main_color_binding_013/p2/seed_71.png,5ea6e862620c836f0c6ba7bedb88b909b67a4d77163b036fe014ef403a8b1c55,0,0.5,1100,"[""count:dog=1"", ""count:banana=1"", ""color:dog=blue"", ""color:banana=yellow""]","{""color:banana=yellow"": false, ""color:dog=blue"": false, ""count:banana=1"": true, ""count:dog=1"": true}","{""colors"": {""banana"": {""confidence"": 0.27159157395362854, ""label"": ""white"", ""margin"": 0.025385230779647827}, ""dog"": {""confidence"": 0.7338933348655701, ""label"": ""yellow"", ""margin"": 0.5884090662002563}}, ""detections"": {""banana"": [{""box"": [48.400001525878906, 167.22000122070312, 189.64999389648438, 460.3800048828125], ""score"": 0.7973470687866211}], ""dog"": [{""box"": [135.94000244140625, 55.56999969482422, 511.75, 483.17999267578125], ""score"": 0.2951701283454895}]}, ""relations"": {}}",0,0,,1,1.5223833420313897,8059524608,item_01165
